date,rating,userlocation,restaurant,comment
2015-08-23,5.0,"Raleigh, NC",Gino’s Pizza,"I come in here every so often for their all-day special (2 slices with 1 topping each & a drink for $6). Not many places sell pizza by the slice in Raleigh. This place is kind of a hole in the wall but service is always great and seating is roomy. Oh yeah and the pizza is great! A little crispy underneath, tasty sweet sauce and good cheese. That is a NY style pizza."
2015-08-23,4.0,"Eastchester, NY",Shuckers Oyster Bar & Grill,Change the name to Schmuckers cause that's how I felt leaving this place.  Don't bother with reservations--you are only added to the walk in list and given a beeper.  The hostesses (or the 3 stooges) need training--they allowed groups of diners to cut in front of others patiently waiting by grabbing open tables.  During my hour wait I saw no one getting food but only groups leaving in frustration or asking to see the manager.  Just because you watch foodtv doesn't mean you can run a restaurant.
2015-08-24,5.0,"Holly Springs, NC",42nd Street Oyster Bar & Seafood Grill,"It's always cool to come to an iconic restaurant.  When my mother was alive she insisted coming here for the oysters as that was her favorite food and I would say this restaurant is the BEST place to get those and their oyster bar service is bar none the best as I have been drug to everyplace in the triangle Area.  =)  I don't eat oysters so yes I say that with some drudgery.  But 42nd deserves accolades for that. I've had the fried seafood here before and it's fine.I've had their seafood soups/ stews that have changed in flavors and they were all good.Their hushpuppies are standard but good and fresh.  I enjoy them.Last night I got there early (they serve food at 5pm and I was there at 4:30).  The parking lot was empt so I called from the car.  They said the lounge was open and to come on in.  A sign would  have been nice on the outside for dorks like me.  I realized I'd never sat in the lounge here before.  I have always had a reservation and was ushered to a table.  The lounge reminded me of the old bars in the 70's my mom used to work in.  Extremely heavy barstools with ""leather"" seats that I kept almost slipping off of.  =)  Very dark interior.  Lots of framed photos of stuff I don't recognize and a very long wooden bar. Very nostalgic but genuine - not like the places that try to recreate that look.  The bartender was attentive and friendly but unobtrusive. I ordered a glass of wine and he let me have a taste before pouring which never happens at restaurant bars so I was impressed.Once my party arrived we got an ""island"" at the oyster bar so my sister could have her steamed oysters.  We toasted mama with some beers and munched on the very hot hushpuppies that appeared out of nowhere while we were chatting.Her half peck of steamed oysters were very good.  A couple were overcooked and she had asked for medium but that happens.  Our friend got the surf and turf of crab legs and filet.  The crab legs were beautiful but the filet looked really dry to me.  She ordered it medium and it was cooked correctly but watching her cut it (sawing it) told me I did not need to order steak here.  She did not comment either way. It came with a steamed squash medley which she did not want and I gladly ate - it was just steamed no flavor of any kind.  That's ok.  a little hot sauce fixed that.I ordered the fried green tomatoes with pimento cheese and shrimp.  There were 5 on the plate and no side dish.  A salad would have been nice.  But you have to order that a la carte.  It was good.  Nothing to rave about.  The shrimp was a good size.  It was AOK but again nothing that made me ooh and ahh. There was nothing really wrong with it either.We had ordered the crab and artichoke dip but it came out after the entrees.  It was the highlight.  VERY crabby in a good way.  Very little artichoke but maybe they were creamed in there?  None of us liked that the pita was deep fried.  They were greasy.  I took half of the dip home. So for nostalgia on many levels I'm glad I came and I would NOT refuse to come if invited for a special occasion like this one.  However, although I've been here over 25 times in the past, it's not someplace that would be on my top 10 to come to.  For the money there are so many other options in the triangle area."
2015-08-24,4.0,"Raleigh, NC",Oakwood Café,"The empanadas were deep fried.  I've had some that weren't cooked like that.  I had a chicken empanada that was OK.  The spinach and cheese had no taste to it, I had to drown it in hot sauce.  The black beans were OK.  I live in NW Raleigh.  I don't think I would come down here just for this restaurant.  I came with some coworkers for lunch.Despite the cuisine, the waitresses do not appear to speak Spanish.  So much for using my limited tourist Spanish.  LOL."
2015-08-24,2.0,"Raleigh, NC",Frank’s Pizza & Italian Restaurant,"Tucked away on the side of Longview Shopping Center..... Hands down the best Italian I've found in the triangle.  It's a little rough on the outside, but what's that saying ""never judge a book by its cover.  I am from New York and their pizza is on point, the Phillies are out of this world and every other dish I've had has never disappointed.  The staff is great, very welcoming and professional, esp Angelica!  100% Recommended."
2015-08-24,5.0,"Raleigh, NC",Mellow Mushroom,"I've never actually been a huge fan of Mellow Mushroom. I don't really like their pizza (I'm more of a Brixx or Ruckus pizza gal) but after playing tennis yesterday, I was outvoted about which restaurant to visit. ;) All the other girls at my table ordered salad and kept gushing about how amazing their salads are so I decided to order the Greek salad and add shrimp...And boy did Mellow Mushroom prove me wrong! The salad was downright amazing. I absolutely loved it. They did mess up a few parts of our orders though which is why they only received 4 stars. Dressing was mixed up for two of us and one person did not have their ham on their chef's salad but still delicious! They have a $5 mimosa and $6 bloody mary special on Sundays. Those really aren't ""special"" prices in my opinion. I would drop them both down a dollar to be comparable with other Raleigh restaurants on Sundays but I will DEF be back! (which I've never said before about Mellow Mushroom). :)"
2015-08-24,5.0,"Raleigh, NC",Jimmy V’s Osteria & Bar,"Our high hopes were ill fulfilled at best. In addition to slow service, there was a bunch of bread near our table by our feet and the staff stood there talking instead of cleaning it up, and one even hit on a girl in our party in a creepy way. I was impressed with the number of wines they offered by the glass, but my steak salad was a small serving at $18 and none of the members at my table thought anything was mind blowing. I suppose you are paying for location with Jimmy Vs. Nothing super offensive, but i would not return again given the abundance of banging Raleigh restaurants my dollar could support instead."
2015-08-24,4.0,"Raleigh, NC",Despina’s Cafe,"A wonderful Cafe infused with the greek food culture. Every pastry is fresh made with many things I have not seen anywhere else in the city including: Almond cake (see photo), lemon lavender scones, some of the largest Baklava I have ever seen and Fig Cake made with real figs. I had for lunch the Village Salad which is a fancy fresh greek salad. Was excellent. They also have a large selection of coffee drinks and very good wi-fi (purchase require)."
2015-08-24,1.0,"Raleigh, NC",P.G. Werth’s,"I found a new brunch place yay!! Being that brunch is one of my favorite meals I'm always looking for a new spot to check out. I've been hearing some great things about P.G. Werth's and man it was so good. Chef Hamm really knows what he's doing in that kitchen and his passion for food shows.I love the southern take on the menu. I went all out on my visit with the Southern Benedict a  Sweet potato biscuit, poached egg, fried green tomatoes, sausage, white pepper gravy.  I'm picky about my sausage gravy and this was some special gravy. If you want a taste of the south then all those ingredients I just mentioned above is the way to do it, and this is all in one dish:) They also serve up bottomless mimosas for $10 which is awesome.Chef also brought out some tasty hash bites to try mmm mmm good I loved my meal. The atmosphere is light and bright and they also have an outdoor patio. Perfect for a large party or small there was plenty of seating. Not sure about the dinner yet but I plan on returning soon to check it out. They also have a little market with food to go as well which would be a great stop during the work week. The waiters use iPads to place orders and for you to pay, I have to admit this was a little odd since they stand over you as you pay, also it recommends your tip so you don't feel like you have a chance to really leave what you want. I probably would have left a bigger tip if I wasn't using the iPads suggested % buttons. I like the iPad idea in coffee shops but not really in restaurants for waiters to use. This is one of the few restaurants that offers Saturday brunch in DTR. As I mentioned I love brunch so I'll take it on Sat. & Sun. if I can. Overall a great first visit and I can't wait to get back and try some more delicious food."
2015-08-24,4.0,"Austin, TX",Gringo A Go-Go,"This may be the only hyped-up Raleigh restaurant that is completely overrated. Gringo A Go-Go was a definite No-Go. I lived in Texas for more than 10 years and have been to Mexico several times. I have never been to a Mexican restaurant that charges for salsa and condiments (condiments were a small plate of a small amount of grilled onions, pickled vegetables, and mostly jalapenos) and only provides cilantro and onions in its tacos (other than the meat or vegan meat you order) as fillings. I can understand places that make their own chips charging for chips, but to charge for salsa on a taco?? There are no rice and beans or avocado as sides, and the tacos are very small, as you can imagine, as they have no fillings! Also, they do not make the tortillas on site (they are homemade, just not by them, which is pretty misleading). Additionally, although there were few customers when we went for lunch last week, service was pretty bad--had to ask numerous times for more water. Maybe the burrito is the way to go here, as it seems to include more food and you don't get nickle and dimed. Very disappointing experience."
2015-08-24,5.0,"Raleigh, NC",PDQ,"Oh man, how this place has fallen. And no, it's not really the service as they are still friendly and doing their job well, but it appears that corporate PDQ has decided to make some bad decisions and hand down cheapened recipes for the franchisees. 1) The bread has become this cheap, thin, and shiny pretzel-like mess of a bun that has no volume or flavor. 2) The sauces have been changed and seem to lack the kick they once had.3) The chicken sandwiches once consisted of tender-like composition, are now big masses of cheap, salty clumps of bird. Extremely disappointed and will go to either KFC or Chick fil A now."
2015-08-24,5.0,"Clayton, NC",Barry’s Cafe,"Came here with co-workers to support the owner whose philosophy to emergency workers and to be an all round good person to society if you read the history of the establishment.  Not fancy, but full of memorabilia.  Really big lunch crowd , and we were lucky to sneak in early at 11:30 with 8 in our party.  Food good, not great..love the bonus cookie.  I tried the club sandwich that was fresh & delicious with my choice of coleslaw side.  Not a fireman, but it was cool to see all the support of patches from NC and across the country supporting the place.  Good friendly prompt service.  Would not necessarily go out of my way for, but more for the cause..  Carry on Barry!"
2015-08-24,4.0,"Mebane, NC",Tasty 8’s,"The concept is good, you have a choice with topping selection. Hotdogs were too much burnt and it was ruining the taste of the toppings.Nice place, I don't mind going there again if I am out of other options. Staff was friendly."
2015-08-24,4.0,"Wilmington, NC",Centro,The food selection here is authentic and delicious. They source their ingredients locally and fry their okra particularly well! The waitstaff makes this place 6 star worthy. Very attentive and knew exactly what to suggest or steer you away from menu and drink wise according to taste. Looking forward to making this a regular eat spot.
2015-08-24,2.0,"Cary, NC",18 Seaboard,"Went for Raleigh Restaraunt week and we were a bit disapointed. The fried okra appitizer had very little sauce and lacked flavor, the salad was ok but a bit strong on the acid. The main courses were lack luster. The mahi was well cooked but under seasioned and the rice was over cooked mushy and did not have much flavor. The brisket was good however the portions were small and the bbq sauce was bland. the deserts were the best part of the meal all were excellent. The wait staff brought an amuse bouche to other tables but not ours and the bread they brough was 4 tiny pieces which they did refill."
2015-08-24,5.0,"Raleigh, NC",Centro,Had an absolute blast here for my fiancé's birthday. The bartender made great drinks for all of us and the food was delicious. The most enjoyable part was the waitstaff. Our waitress Christine and everyone else was so attentive and fun!
2015-08-24,5.0,"Boulder, CO",The Remedy Diner,"Good service with overpriced, tasteless, unimaginative food. Bear in mind I ate here when I was famished, having not eaten for over 6 hours. With so many restaurants in Raleigh, I highly recommend you go else where when dining.Good1. The service.Bad1. The BLT vegan sandwich was two slices of dry bread with two slices of tomato, a bit of avocado, a few pieces of lettuce and a few slices of what appeared to be store bought vegan bacon; I chose to skip on the ranch. As you can imagine the sandwich tasted rather dried out since there was so little filling. The seasoned potatoes were literally plain potatoes with absolutely NO seasoning, not even salt.2. My wife had the huevos rancheros, which looked equally unappetizing. The tortillas tasted really old, it was difficult to even cut through them they were so tough.3. Holding onto hope that they're desserts would save us, I had the vegan chocolate cake, which, judging from the yelp reviews and pictures, looked delicious. However, it was just as disappointing as the rest of the meal. When I think of vegan chocolate cake I think of a moist cake with deep, complex chocolate flavor. Unfortunately, what I got lacked almost any and all flavor. The icing was OK, but mostly tasted of sugar, not a lot of chocolate flavor. The best part of the cake was the soy whip cream.4. The peanut butter dessert was OK, but nothing I'd order again.5. For a price of 50$ we left hungry and frustrated, feeling conned."
2015-08-25,5.0,"Raleigh, NC",Person Street Pharmacy,"I live in the neighborhood and this is what I'd like to see thrive here. The pharmacy has been very helpful (ordered the shampoo i wanted, called me 2 days later to say it was in; I let them know we go through bottles of that stuff so if they want to stock it, we'll buy it. Plus the price was better than other places.) They had lactaid tablets that I needed. Eye drops for allergies. And my daughter and I shared lunch last week that was very good- the chicken salad, which I had on top of the kale salad. Everything tasted really fresh and there were lots of other things on the menu we wanted to try. I have yet to switch my Rx's over to their pharmacy but I'll likely be doing that soon. I personally don't need them to have every little thing I need- there are other stores for that. I want neighborhood stores! And here we have one and I think it's done well, so consider getting to know it!"
2015-08-25,5.0,"New York, NY",Hayes Barton Café & Dessertery,"Located on glenwood, H is located in northern Raleigh.  The neighborhood seems to be little bit old. Street parking is the only way for you to grab a bite here so I guess it could be very ugly when it's during dinner timeFood: I am here mainly for dessert. So I should have pecan pie but I ended up with apple pie due to its popularity ( but I ain't a fan of apple pie) I have to say even though I kinda hate apple pie, their Apple pie is way too delicious. The layers is clear and mixed well with other ingredients. In addition, the top crust is crispy and delicious! Service: bit slow. The owner is trying to talk with every customer and be nice. And everyone is not in a hurry but enjoy the hospitality. Very interesting. Their decorations suggest the restaurant has been here for a while and the owner is pilot?! I don't know but looks like a place with millions of history to be discovered. Pricy slices of cake - FYIOverall: love their cakes and I will come back for lunch sometimes."
2015-08-25,5.0,"Cary, NC",Black Cat Cafe,A restaurant that serves breakfast must have good coffee! Black Cat does it well.  I really appreciate the vegetarian options on the menu and the scratch made cinnamon rolls are yummy.
2015-08-25,4.0,"Raleigh, NC",Centro,"I have eaten at Centro many times, and it never fails.Susan and I went last Sat (8/22). It was about 5:45... and we were promptly seated upstairs (first time up there).We had chips/salsa and guac for starters. She order a white wine and I had mezcal and a Negra Modelo. The mezcal was killer... love that smokiness. It was so good I ordered another round.She ordered the chicken salad w/corn, and I got the enchilada family (which I've had before). Her chicken was a bit dry, but my enchilada plate was the bomb. Next was dessert, which was great, but I can't remember the name of it.Service was good, but the only thing that bugged was the manager. He kept cleaning right around us. Spelling cleaning solution while eating blows.Nonetheless, all in all, Centro rocks, it's better than Dos Taquitos, and Gonza.Btw, this comes from a dude who lived in San Diego over 35yrs. I have a pretty good idea what decent mexican food is."
2015-08-25,5.0,"Raleigh, NC",Guasaca,"love love LOVE guasaca. It can be crowded but the lines move fast and it's worth the wait! Don't make the same mistake as me and think you can eat TWO arepas PLUS the chips and guac. because you can't. The arepas look deceivingly small but they pack so much meat in there it's no joke. I usually get one beef arepa and chips. YUM.Be wary though, the meats are VERY juicy, and so as you're eating, it's almost guaranteed the arepa will drip, so make sure to have lots of napkins. It's messy but it's gooooood!TIP: get the cilantro sauce. LISTEN TO ME AND GET THE CILANTRO SAUCE."
2015-08-25,4.0,"Raleigh, NC",The Remedy Diner,Big fan of Remedy. Great beers and great selection of foods. BBQ has always been good. Its been a while since ive been so I am due for a visit
2015-08-25,5.0,"Cary, NC",Aladdin’s Eatery,"This is my first time eating here. It was a business lunch. I ordered a pitza just to try it. It was amazing! Its actually round like a pizza of thin, flaky pita crust. Mine was topped with diced chicken and a honey mustard sauce. I want to come back and try more!"
2015-08-25,4.0,"Raleigh, NC",La Carreta Mexican Restaurant,"La Carreta just opened yesterday (8/24/15) and I was really excited. My boyfriend loves Mexican food and it hard to find a place he likes in Raleigh (there are tons in California).Overall, the wait staff was very friendly and attentive. Service was really fast and food came quickly after we order. Sadly, the dishes were underwhelming. I got the Burrito San Jose and felt like it was overseasoned. My boyfriend got Enchilada Verde, and the green sauce tasted like it was from a jar and not fresh made. My mom got a Chicken salad, and it was grilled chicken on a bed of lettuce with bell peppers and cucumber.I definitely would like to try their food again in a few weeks; hopefully they have worked out some kinks on their menu.Grade: C+"
2015-08-26,4.0,"Raleigh, NC",The Square Rabbit,"Not a huge fan of The Square Rabbit. First off, the food is just sitting in the cases and it always looks like it has seen better days. My coworkers go and pick food up there a lot but I'm not sure why because every time they bring it back, they spend 10 minutes adding salt, pepper, warming it up more, mixing it with other things, etc to improve it. Why not just make it yourself if it's that bad?We order Birthday cakes here for coworkers and yesterday we went to pick up a $20 *tiny* cake we had ordered and asked if we could just grab it and check out since the line was 20 people long. ""Nope, get to the back of the line"". Okay we'll stand behind all these people ordering $4 lunches and waiting while their old food gets warmed up when we called and PREORDERED a cake. The cake is normally not half bad but yesterday my coworkers and I all had stomachaches after eating it."
2015-08-26,3.0,"Raleigh, NC",Sullivan’s Steakhouse,"I feel like Sullivan's is more of a bar than a steakhouse based on the vibe I got.Yes I loved their meat, but I think the crowd was there more for the drinks than anything else.I got there at 6:30 pm on a weekday and the bar was packed. It was a bit loud inside but I fully enjoyed my experience.I came with my coworkers for a meeting and we took over one of their private dining rooms.Service was pretty good for the large crowd we were. However, I will say servers weren't the friendliest and we had to go out of our way to get their attention.Food was phenomenal. I chose the iceberg wedge salad for my appetizer. The blue cheese dressing was amazing but I will say that the lettuce wasn't 100% fresh. Also, I don't think they washed the iceberg lettuce all too well cause the salad tasted a bit chemically.The complimentary bread was pretty good. It's a nice baguette type of bread but nothing out of the ordinary.The steak was so flavorful. I asked for my filet mignon to be cooked medium rare but it came out rare. However, the seasoning and crust was soooo flawless that I ended up eating it all without any complaints!The whipped mashed potatoes were pretty good as well.The desserts were my favorite. I ended up eating two... Yes two... One of my coworkers didn't like her chocolate cake and knowing my sweet tooth, I couldn't pass on two desserts hahaThe chocolate cake was ooey-gooey on the inside and the vanilla ice cream melting on top really did it for me.The cheesecake was great as well! It had an airy texture to it that I really enjoyed. It wasn't too heavy in my opinion.Overall, food is great but the bill here will get hefty, guaranteed. I can't get myself to give it 5 stars because for the same price, I'd be able to get angus barn, my #1 steakhouse.I'd have to say that Sullivan's is too loud for a romantic evening... But I think it'd be a perfect location to meet up and get loose with friends."
2015-08-26,5.0,"Raleigh, NC",Babylon Restaurant,"I went here for restaurant week, but their options were as limited as you can get.  One app, one entree, and one desert.  No choices here.  With that being the case, I opted to order from their regular menu.  I ordered the lamb sausage pizza which was pretty good.  It was baked crispy and thin.  We sat outside, and the patio is really nice.  Our server did a good job even though my guest was being a little picky with their request.  The food was overall OK.  The outdoor is seating and bar is off the hook."
2015-08-26,4.0,"Raleigh, NC",Despina’s Cafe,"If you love locally owned businesses, with friendly, down to earth people. This is your place. It is clean, the food is great and they change the specials regularly. They do breakfast, lunch and catering and their desserts are phenomenal!!"
2015-08-26,4.0,"Durham County, NC",Taste Small Plates | Wine Bar,I was blown away by Taste. Our food was excellent and was complimented by our great service. They did run out of a thing or two while we were there. Though there were enough choices that I didn't feel like I was missing something. Good wine choices too.
2015-08-26,4.0,"Clayton, NC",Humble Pie,"A totally new experience for me! I absolutely loved my meal here. The waitress was very polite and personable. Our drinks never went half empty. The menu appears to be lacking items, but when you start to order you realize the extreme variety of dishes that they have to offer. I really enjoyed the steak tacos. The sirloin was extremely fresh and tender. You definitely need to make a trip to Humble Pie!"
2015-08-26,5.0,"Raleigh, NC",Monapita Mediterranean Grill,"I'm not the most ""frequent eater"" on Yelp, but am I glad to have found this place!Looking for it? You should!  I love supporting locally owned businesses - and they are great!  The sweet woman on the phone asked me when I wanted my food, not telling me when it would be ready, but asking me when I wanted it!  Anyway, if you are looking for their location... It's on Capital Blvd (northbound just past the intersection with Spring Forest Rd).  Pass the Starbucks where they don't care about your name and overcharge you for some brewed java beans).  Turn into s/c where Sweet Tomatoes, Best Buy & Michaels are located and look left!Ordered take-out from MonaPita over the weekend and a friend brought it over.  Need I say delicious!??!!  Eat there and you'll say yes!We didn't order much...2 Lamb Gyros with the Tzadiki sauce.  I usually always order extra sauce with gyros, but so glad I forgot!  It was a generous portion of chunky, tender lamb hugged by a large, warm, homemade pita.  Also, we didn't order the most traditional of Mediterranean food... French Fries!!  But they were so flavorful, that yes, I'd order them again!!  The baklava was tasty...small, but packed with flavor that it was just right!Not feeling well this week, but I'm thinking another lamb gyro might take the place of some chicken soup tonight!  Glad they're nearby!   I wish I had met the owners especially after reading all of their fabulous reviews!  I would have them over and would want them to stay...all while I eat their delicious food...and tell me all about themselves!There is definitely a great story behind this great food!Bon Appetit in Mediterranean!"
2015-08-26,5.0,"Raleigh, NC",Centro,"This place is great! Love their tamales, chipotle slaw, and the enchiladas. It's got a really cool vibe too and is a great lunch spot."
2015-08-26,5.0,"Durham, NC",Ni Asian Kitchen,"Such a positive experience! All the tables were full (fairly small place), but they were well staffed. We were tended to by no less than a half dozen different people.  At no point were they frazzled and despite all the tables being full, it never felt busy. The portions were very generous (we all took home a to-go box).  We ordered hot and sour soup, shrimp lomein, sweet and sour chicken, and orange chicken. Nothing had a lot of heat (spice/peppery), but it all was tasty."
2015-08-26,5.0,"Raleigh, NC",Sawasdee Thai Restaurant & Bar,"Such a disappointment.   We've eaten here several times before, and found the good satisfactory to good.  The service was always friendly.  But today at lunch, our group of four were all unhappy.  The restaurant looked unkempt.  It took nearly ten mibutes to get acknowledged by the servers (only two, who needed a third to handle the phone and deliver take out orders ), then another ten minutes to take our orders.  Then ask twice for utensils and napkins.When the food finally arrived, one order was completely wrong.  We accepted it anyway, being unwilling to wait any longer.  They should have comped that dish, but we barely received an apology.Two orders of lackluster shrimp fried rice with lots of tomatoes and just a few shrimp.  One order of chicken pad thai had a particularly god sauce, but was destroyed by the weird, short, mushy noodles.  They closely resembled over cooked pasta, not the proper thai rice stick noodles.  My order of green curry with chicken was so-so.  The sauce was pleasantly hot as requested, had a good flavor, but the chicken was tough and had a slightly off taste.  It was also a rather small serving. The menu has changed dramatically.   It now includes sushi, sashimi, a few standard Japanese dishes and several ramen soup varieties.   I considered getting sushi, but something just told me NO, and I'm fairly certain that was wise.DH is a patient guy, but even he declared the service the worst he's experienced in recent memory.  The other couple who received the mistaken food order with barely an apology chose not to leave a tip.   I don't see return visits from any of us in the future."
2015-08-26,4.0,"Miami, FL",Neomonde Bakery & Deli,"This place is legit! I had a culinary event for a food club catered by Neomonde and they did not disappoint. Every single thing I ordered, including the sauces and pickled veggies, tasted authentic and was very tasty. The Middle Eastern members praised the Lebanese food for its authenticity and the non-Middle Eastern members couldn't get over how good the food tasted! I was blown away by how great the food was and I am definitely coming back here again.Hummus: A perfect blend of chickpeas, olive oil, garlic, tahini, and lemon. Each ingredient balanced one another. A good combination of sour and chickpeas tasting.Baba Ghanouj: Light and creamy eggplant spread. The smoky taste is a nice surprise when you dive into your first bite. If you are a fan of eggplant then you need to try some of this!Tabouli: A tart Middle Eastern salad that is more on the sour taste spectrum, but surprisingly refreshing with the mint and parsley added in. There is also some cracked wheat mixed in to add another taste of grain to the dish.Falafel: Fried chickpeas ball served with tahini sauce. It was a grainy taste with hints of lemon and garlic with each bite.Kibbeh: Finely ground beef in fried crack wheat with onions and typical Middle Eastern spices. They are usually in a football shape (American football). Initially you get a grainy taste, but as you reach the beef you get a blast of meat, onions, garlic and definitely some cumin.Lamb and Beef Shawarma: Heaven in my mouth! The alternating taste of lamb and beef with subtle hints of onions, tomatoes, and the amazing combo of Middle Eastern spices such as cumin, cinnamon, and oregano makes my mouth water while writing this....Baklava: buttery, sweet fillo dessert with an assortment of different nuts. A great combination of butter, honey, and nuts.Lady Fingers: Basically a baklava with fewer nuts and the fillo is rolled into a cylinder shape.Bird Nests: A very sweet dessert! Shredded fillo dough is on the outside while pistachios and walnuts fill the center. A sweet syrup tops it off, which gives it its sweet taste despite the fillo and nuts sort of balancing it out.Expand your global palate at Neomonde if you want to have the best Middle Eastern food Raleigh has to offer!"
2015-08-26,5.0,"Raleigh, NC",Ni Asian Kitchen,"First impression, super friendly staff and a really nice, modern space of bamboo walls and trendy grey floor tiles with a mix of booths and tables.  There's an open kitchen with a dining room in the front and back and table service, or a walk up counter for take-out.The menu is a solid mix of popular Chinese, Thai and Vietnamese dishes, like chicken lettuce wraps, pot stickers, lo mein and pad Thai. All very well priced and it seemed, cooked to order. I ordered the Chow Fun (drunken noodle) and it had a wonderfully smoky aroma and flavor and possibly the thickest noodles I've ever had. It was a steaming bowl of smoky comfort food. The portion size was perfect and there was good amount of shrimp, cooked perfectly.  The sauce was a bit bland for me, I definitely wanted to kick it up- but that's personal preference.  My only complaint is that there was no condiments, like soy sauce, S&P, Sriracha, etc. on the tables. I requested hot mustard and got take-out packets, not what I was hoping for. Also, no chopsticks unless requested.I'll definitely go back!"
2015-08-26,4.0,"Clayton, NC",DeMo’s Pizzeria & Deli,"Holy wow!  The IPA Buffalo wings had a lot of flavor but today I tried the Hot Honey Chile and they were AMAZING!  I've never had that flavor anywhere before and it was so delicious that I dipped my pizza crust into the sauce that was leftover in the box:)  The New York Pizza crust tasted great too.More important, the service is remarkable.  Really good, old-fashioned, wanna make it right kind of service.  This is the model which all successful service-based businesses are based on, but nowadays very few follow. Great job on the outstanding customer service!"
2015-08-27,5.0,"Raleigh, NC",Poppyseed Market,"A good solid 3.5Had lunch here with my sister. It's an order at the counter and they bring it to ya kind of place.  The counter staff was very friendly. Plenty of seating both inside and out, and the atmosphere is clean and inviting. Their lunch meats are all Boars Head, definitely a plus. The sandwiches are huge and very delicious, and my sister and I know from sandwiches as we both worked for many years in a very busy Long Island deli. I did the ""build your own"" sandwich, turkey, swiss, lettuce, tomato, avocado, and bacon in a sun dried tomato wrap. My sister had the Gourmet Turkey Club, which is a double decker sandwich. Both were served with a pickle spear and their house made potato chips. If I were going to advise my dear readers though, I would pass on the double decker sandwiches and do the build your own, the double deckers seem to be more bread than meat. Still delicious, but us two old ladies are watching our carbs. Prices are a bit steep, Not too awful bad but I paid over $11.00 for a sandwich, chips and pickle spear, and a drink. I think it would have made more of a ""wow"" impression if I could have substituted the chips for maybe a little scoop of one of their salads.Would I go back? Sure! It's a nice place. I'd like to try one of their pizzas someday, and some of their hot dishes sounded pretty good too."
2015-08-27,4.0,"Raleigh, NC",Randy’s Pizza,"They have the most wonderfully decadent, delicious, make-everything-better garlic knots- floating in oil, garlic and herbs. They gave us 3 pieces with whatever we ordered even without getting the appetizer portion. We have also gotten some great baked ziti - because if a working mom with kids who are in activities wants to feed the children, it's so much better to just order this! The kids alfredo portion is very generous. If you just want a serving spoon size each, 6 people could take some. They give a side salad with entrees. They are fairly busy so you may want to avoid 6 pm on the dot."
2015-08-27,4.0,"Raleigh, NC",Thai House,"After my first few visits here I was delighted to write a positive review on yelp. I will say that after a few more visits, my opinion of the food has not changed: the food is very good. I tend to order the same things every time I come but it is always consistently good. However the service has gotten worse and worse. I tend to come during lunch, so people during other hours may have different opinions. Their lunch is always packed, but the servers are always overwhelmed. I always tend to get the same server, A woman who is so overwhelmed during the lunch hour that it stresses me out. I don't receive drink refills, I don't get asked how my meal was, and there's barely enough time for her to drop off the check. Most times I tried to pay the check upfront so I don't have to wait the extra 5 to 10 minutes for her to return with the paid receipt.  However after today's experience, this will be my last visit in a a while. The waitress took five minutes to come and take my order. Then when my food finally came it was all cold. My appetizer came out at the same time as my entrée, and both were cold. I ate the entrée because I was very hungry, but I couldn't ask for a new appetizer because I never was able to get her attention again. No refill either. I will give her credit, when I asked her to take it off my bill she didn't argue with me. But overall it's just such a negative experience. Maybe it's because years ago I was a server so when I see a server overstressed it bothers me more than it should. But this restaurant needs to help their servers: either hire more people or do things to help them during the busy lunch shift because this isn't working"
2015-08-27,5.0,"Raleigh, NC",Cristo’s NY Style Pizza,"When the craving hits, there is NOTHING that compares to a Grandma's Pizza from Cristo's!  Whether it's eating in and enjoying a glass of wine with one of their incredible salads (they are all good!) along with that amazing pizza...or taking a hot succulent Grandma's pizza home to surprise the always appreciative Husband...well it just doesn't get any better than this!  Prices are reasonable, and I am beyond happy to pay to add extra basil or pepperoni or sausage or whatever we feel the need to add on.  But sometimes a simple Grandma's needs nothing more than to just be simply great.  Quality tomatoes, cheese, basil, killer-crust... sigh.  Need more now!If you don't believe me, see pics.  I've certainly posted a few, as it is food porn at its finest.  The quality, the skill to craft it...not something we take for granted...we soooo appreciate the talent and expertise, and most importantly the FLAVOR.  Do note they also have New York Style Pizza that is also excellent if you prefer that style. And sometimes we do as well, but we more commonly crave Grandma's way.  How cool that they offer different styles for different tastes!THANK YOU Cristo's Family for working so hard to make our Family so happy all the time!  We have even held a couple family gatherings here that were made perfect thanks to the great food and always-friendly service!"
2015-08-27,4.0,"Raleigh, NC",First Watch,First visit here and I was disappointed! Ordered the 2 for you....half sandwich and a small salad (Monterey Club and the pecan Dijon salad) sandwich was so blah...and salad was drenched in the heavy dressing.
